wine_type,winetype_numeric,fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol
white,2,7.1,0.26,0.34,14.4,0.067,35,189,0.9986,3.07,0.53,9.1
white,2,6.8,0.21,0.36,18.1,0.046,32,133,1,3.27,0.48,8.8
white,2,6.7,0.29,0.45,14.3,0.054,30,181,0.99869,3.14,0.57,9.1
white,2,7.2,0.14,0.32,1.1,0.022,48,116,0.99218,3.04,0.67,10
white,2,7.8,0.24,0.32,12.2,0.054,42,138,0.9984,3.01,0.54,8.8
white,2,5.6,0.49,0.13,4.5,0.039,17,116,0.9907,3.42,0.9,13.7
white,2,5.7,0.15,0.47,11.4,0.035,49,128,0.99456,3.03,0.34,10.5
white,2,6.6,0.22,0.53,15.1,0.052,22,136,0.9986,2.94,0.35,9.4
white,2,7.1,0.46,0.23,13.7,0.045,44,192,0.9981,3.11,0.53,9.4
white,2,7.2,0.27,0.46,18.75,0.052,45,255,1,3.04,0.52,8.9
white,2,9.2,0.71,0.23,6.2,0.042,15,93,0.9948,2.89,0.34,10.1
white,2,7,0.32,0.35,1.5,0.039,24,125,0.9918,3.17,0.64,12.2
white,2,8.1,0.3,0.49,8.1,0.037,26,174,0.9943,3.1,0.3,11.2
white,2,3.8,0.31,0.02,11.1,0.036,20,114,0.99248,3.75,0.44,12.4
white,2,8.2,0.61,0.45,5.4,0.03,15,118,0.9954,3.14,0.34,9.6
white,2,7.5,0.31,0.24,7.1,0.031,28,141,0.99397,3.16,0.38,10.6
white,2,5.9,0.42,0.36,2.4,0.034,19,77,0.99184,3.25,0.48,10.9
white,2,6.7,0.19,0.39,1,0.032,14,71,0.98912,3.31,0.38,13
white,2,7.1,0.31,0.38,1.2,0.036,10,124,0.9924,3.14,0.44,9.9
white,2,5.3,0.2,0.31,3.6,0.036,22,91,0.99278,3.41,0.5,9.8
white,2,6.8,0.21,0.55,14.6,0.053,34,159,0.99805,2.93,0.44,9.2
white,2,7.6,0.17,0.27,4.6,0.05,23,98,0.99422,3.08,0.47,9.5
white,2,6.3,0.22,0.34,1.2,0.036,32,96,0.98961,3.06,0.74,11.6
white,2,6.7,0.41,0.27,2.6,0.033,25,85,0.99086,3.05,0.34,11.7
white,2,6,0.2,0.26,1.1,0.033,38,67,0.98954,3.14,0.38,11.5
white,2,8.1,0.26,0.27,4.3,0.03,43,123,0.99212,3.16,0.33,11.2
white,2,7.2,0.15,0.39,1.8,0.043,21,159,0.9948,3.52,0.47,10
white,2,5.2,0.37,0.33,1.2,0.028,13,81,0.9902,3.37,0.38,11.7
white,2,7.2,0.55,0.09,1.5,0.108,16,151,0.9938,3.07,0.57,9.2
white,2,7,0.36,0.32,10.5,0.045,35,135,0.9935,3.09,0.33,11.6
white,2,6.8,0.19,0.34,1.9,0.04,41,108,0.99,3.25,0.45,12.9
white,2,7,0.17,0.33,4,0.034,17,127,0.9934,3.19,0.39,10.6
white,2,7.3,0.28,0.35,1.6,0.054,31,148,0.99178,3.18,0.47,10.7
white,2,6,0.38,0.26,6,0.034,42,134,0.9912,3.38,0.38,12.3
white,2,7.3,0.2,0.29,19.9,0.039,69,237,1.00037,3.1,0.48,9.2
white,2,7.4,0.25,0.36,2.05,0.05,31,100,0.992,3.19,0.44,10.8
white,2,5.8,0.3,0.33,3.5,0.033,25,116,0.99057,3.2,0.44,11.7
white,2,7.4,0.2,0.35,6.1,0.025,10,40,0.99244,2.79,0.52,10.9
white,2,6.8,0.29,0.5,13.3,0.053,48,194,0.9974,3.09,0.45,9.4
white,2,7.1,0.37,0.3,6.2,0.04,49,139,0.99021,3.17,0.27,13.6
white,2,7.6,0.2,0.26,4.5,0.086,37,133,0.9963,3.15,0.42,9.2
white,2,6.4,0.26,0.25,10.7,0.046,66,179,0.99606,3.17,0.55,9.9
white,2,6.3,0.39,0.22,2.8,0.048,53,173,0.99304,3.24,0.45,9.8
white,2,8.3,0.25,0.33,2.5,0.053,12,72,0.99404,2.89,0.48,9.5
white,2,7.9,0.25,0.29,5.3,0.031,33,117,0.9918,3.06,0.32,11.8
white,2,7.5,0.26,0.31,1.6,0.032,36,109,0.99044,2.97,0.43,11.9
white,2,6.8,0.22,0.29,8.9,0.046,82,188,0.9955,3.3,0.44,10.3
white,2,7.6,0.38,0.2,3.4,0.046,9,116,0.9944,3.15,0.41,9.4
white,2,6.9,0.18,0.3,2,0.038,39,190,0.9914,3.32,0.37,12.2
white,2,6.6,0.24,0.38,8,0.042,56,187,0.99577,3.21,0.46,9.2
white,2,7.3,0.2,0.39,2.3,0.048,24,87,0.99044,2.94,0.35,12
white,2,6.3,0.28,0.47,11.2,0.04,61,183,0.99592,3.12,0.51,9.5
white,2,6.6,0.19,0.25,1.2,0.052,34,181,0.99352,3.3,0.42,9.4
white,2,7.1,0.26,0.29,12.4,0.044,62,240,0.9969,3.04,0.42,9.2
white,2,6.8,0.34,0.27,5.2,0.06,14,169,0.99252,3.27,0.57,11.6
white,2,8.9,0.32,0.49,1.6,0.05,17,131,0.9956,3.13,0.34,9.4
white,2,8,0.4,0.33,7.7,0.034,27,98,0.9935,3.18,0.41,12.2
white,2,7.2,0.27,0.37,5.4,0.026,27,114,0.99174,3.13,0.84,12.7
white,2,6.4,0.12,0.3,1.1,0.031,37,94,0.98986,3.01,0.56,11.7
white,2,7.7,0.27,0.61,12,0.046,64,179,0.9982,3.07,0.46,8.9
white,2,5.5,0.24,0.45,1.7,0.046,22,113,0.99224,3.22,0.48,10
white,2,6.4,0.25,0.28,4.9,0.03,29,98,0.99024,3.09,0.58,12.8
white,2,5.6,0.175,0.29,0.8,0.043,20,67,0.99112,3.28,0.48,9.9
white,2,6.9,0.19,0.31,19.25,0.043,38,167,0.99954,2.93,0.52,9.1
white,2,7.7,0.42,0.31,9.2,0.048,22,221,0.9969,3.06,0.61,9.2
white,2,6.6,0.23,0.32,0.9,0.041,25,79,0.9926,3.39,0.54,10.2
white,2,7.6,0.19,0.41,1.1,0.04,38,143,0.9907,2.92,0.42,11.4
white,2,6.9,0.12,0.36,2.2,0.037,18,111,0.9919,3.41,0.82,11.9
white,2,5.5,0.42,0.09,1.6,0.019,18,68,0.9906,3.33,0.51,11.4
white,2,6.5,0.36,0.36,6.7,0.185,51.5,151,0.99528,3.17,0.42,9.3
white,2,6,0.34,0.29,6.1,0.046,29,134,0.99462,3.48,0.57,10.7
white,2,6.4,0.23,0.35,4.6,0.039,43,147,0.99216,3.18,0.4,11
white,2,6.9,0.21,0.24,1.8,0.021,17,80,0.98992,3.15,0.46,12.3
white,2,6.9,0.38,0.29,13.65,0.048,52,189,0.99784,3,0.6,9.5
white,2,5.8,0.32,0.28,4.3,0.032,46,115,0.98946,3.16,0.57,13
white,2,6.5,0.22,0.19,4.5,0.096,16,115,0.9937,3.02,0.44,9.6
white,2,5.4,0.265,0.28,7.8,0.052,27,91,0.99432,3.19,0.38,10.4
white,2,7.7,0.34,0.28,11,0.04,31,117,0.99815,3.27,0.29,9.2
white,2,7.2,0.24,0.4,1.4,0.045,31,106,0.9914,2.88,0.38,10.8
white,2,7.6,0.2,0.34,1.8,0.041,42,148,0.99335,3.35,0.66,11.1
white,2,6.1,0.27,0.28,9.8,0.042,61,125,0.99532,3.14,0.42,10.2
white,2,6.6,0.27,0.31,5.3,0.137,35,163,0.9951,3.2,0.38,9.3
white,2,6.1,0.22,0.38,2.8,0.144,12,65,0.9908,2.95,0.64,11.4
white,2,7.4,0.18,0.27,1.3,0.048,26,105,0.994,3.52,0.66,10.6
white,2,5.7,0.21,0.32,0.9,0.038,38,121,0.99074,3.24,0.46,10.6
white,2,6.4,0.24,0.49,5.8,0.053,25,120,0.9942,3.01,0.98,10.5
white,2,7.5,0.23,0.68,11,0.047,37,133,0.9978,2.99,0.38,8.8
white,2,6.5,0.44,0.49,7.7,0.045,16,169,0.9957,3.11,0.37,8.7
white,2,6.6,0.22,0.23,17.3,0.047,37,118,0.99906,3.08,0.46,8.8
white,2,7.2,0.24,0.3,1.2,0.037,11,95,0.98914,2.96,0.36,12.5
white,2,6.5,0.13,0.27,2.6,0.035,32,76,0.9914,3.21,0.76,11.33333333
white,2,7.8,0.25,0.37,1,0.043,10,80,0.99128,3.08,0.38,11.4
white,2,8.1,0.24,0.26,11,0.043,41,211,0.99676,3.11,0.49,10
white,2,7.5,0.33,0.36,2.6,0.051,26,126,0.99097,3.32,0.53,12.7
white,2,6.1,0.22,0.49,1.5,0.051,18,87,0.9928,3.3,0.46,9.6
white,2,7.8,0.3,0.29,16.85,0.054,23,135,0.9998,3.16,0.38,9
white,2,6.9,0.615,0.42,12,0.067,24,131,0.99727,3.19,0.34,9.3
white,2,6.4,0.23,0.3,7.1,0.037,63,236,0.9952,3.06,0.34,9.2
white,2,8.3,0.28,0.4,7.8,0.041,38,194,0.9976,3.34,0.51,9.6
white,2,6.2,0.1,0.41,1,0.04,17,76,0.98988,3.14,0.56,11.4
white,2,7.8,0.26,0.27,1.9,0.051,52,195,0.9928,3.23,0.5,10.9
white,2,6.4,0.38,0.26,8.2,0.043,28,98,0.99234,2.99,0.31,11.4
white,2,5.5,0.19,0.27,0.9,0.04,52,103,0.99026,3.5,0.39,11.2
white,2,5.4,0.29,0.38,1.2,0.029,31,132,0.98895,3.28,0.36,12.4
white,2,6.8,0.32,0.33,0.7,0.027,15,66,0.9899,3.11,0.31,11.8
white,2,6.8,0.18,0.35,5.4,0.054,53,143,0.99287,3.1,0.54,11
white,2,5.6,0.19,0.47,4.5,0.03,19,112,0.9922,3.56,0.45,11.2
white,2,8.4,0.57,0.44,10.7,0.051,46,195,0.9981,3.15,0.51,10.4
white,2,7.3,0.15,0.4,2,0.05,24,92,0.9932,3.14,0.45,10.5
white,2,7.2,0.4,0.24,8.5,0.055,45,151,0.99626,3.2,0.52,9.2
white,2,6,0.2,0.38,1.3,0.034,37,104,0.98865,3.11,0.52,12.7
white,2,6.8,0.2,0.36,1.6,0.028,7,46,0.99175,3.21,0.6,10.9
white,2,7.4,0.18,0.3,10.4,0.045,44,174,0.9966,3.11,0.57,9.7
white,2,6.5,0.28,0.35,9.8,0.067,61,180,0.9972,3.15,0.57,9
white,2,5.9,0.22,0.38,1.3,0.046,24,90,0.99232,3.2,0.47,10
white,2,6.6,0.39,0.39,11.9,0.057,51,221,0.99851,3.26,0.51,8.9
white,2,5.9,0.26,0.24,2.4,0.046,27,132,0.99234,3.63,0.73,11.3
white,2,6.5,0.38,0.34,3.4,0.036,34,200,0.9937,3.14,0.76,10
white,2,6.4,0.17,0.34,1.5,0.091,42,135,0.9938,3.25,0.49,9.6
white,2,6.7,0.22,0.33,1.2,0.036,36,86,0.99058,3.1,0.76,11.4
white,2,6.1,0.32,0.37,1.8,0.051,13,200,0.9945,3.49,0.44,10.5
white,2,5,0.24,0.21,2.2,0.039,31,100,0.99098,3.69,0.62,11.7
white,2,6.3,0.31,0.3,10,0.046,49,212,0.9962,3.74,0.55,11.9
white,2,6.6,0.24,0.22,12.3,0.051,35,146,0.99676,3.1,0.67,9.4
white,2,7.8,0.34,0.35,1.8,0.042,8,167,0.9908,3.11,0.41,12.1
white,2,9.2,0.28,0.46,3.2,0.058,39,133,0.996,3.14,0.58,9.5
white,2,6.3,0.37,0.37,1.5,0.024,12,76,0.98876,2.94,0.39,12.3
white,2,6.4,0.26,0.22,5.1,0.037,23,131,0.9944,3.29,0.32,10.1
white,2,7.4,0.24,0.36,2,0.031,27,139,0.99055,3.28,0.48,12.5
white,2,6.4,0.15,0.29,1.8,0.044,21,115,0.99166,3.1,0.38,10.2
white,2,6.2,0.55,0.45,12,0.049,27,186,0.9974,3.17,0.5,9.3
white,2,6.3,0.2,0.26,4.7,0.04,108,168,0.99278,3.07,0.75,10.7
white,2,6.8,0.19,0.32,7.6,0.049,37,107,0.99332,3.12,0.44,10.7
white,2,5.9,0.29,0.28,3.2,0.035,16,117,0.98959,3.26,0.42,12.6
white,2,5.3,0.58,0.07,6.9,0.043,34,149,0.9944,3.34,0.57,9.7
white,2,7.2,0.27,0.42,1.6,0.05,35,135,0.992,2.94,0.46,11
white,2,7.5,0.18,0.72,9.6,0.039,53,151,0.99802,3.03,0.46,8.9
white,2,9.5,0.42,0.41,2.3,0.034,22,145,0.9951,3.06,0.52,11
white,2,6.9,0.28,0.28,12.2,0.042,52,139,0.99522,3.03,0.56,10.4
white,2,7.1,0.09,0.3,6.2,0.032,24,134,0.993,2.99,0.39,10.9
white,2,5.9,0.415,0.02,0.8,0.038,22,63,0.9932,3.36,0.36,9.3
white,2,6.6,0.28,0.41,7,0.046,59,194,0.99558,3.14,0.48,9.4
white,2,7.6,0.19,0.38,10.6,0.06,48,174,0.9962,3.13,0.38,10.5
white,2,7.2,0.19,0.46,3.8,0.041,82,187,0.9932,3.19,0.6,11.2
white,2,6.1,0.31,0.26,2.2,0.051,28,167,0.9926,3.37,0.47,10.4
white,2,8.9,0.27,0.28,0.8,0.024,29,128,0.98984,3.01,0.35,12.4
white,2,7.3,0.19,0.27,13.9,0.057,45,155,0.99807,2.94,0.41,8.8
white,2,5.7,0.24,0.3,1.3,0.03,25,98,0.98968,3.37,0.43,12.4
white,2,7.5,0.23,0.3,1.2,0.03,27,80,0.99192,3.05,0.68,10.5
white,2,9.4,0.42,0.32,6.5,0.027,20,167,0.99479,3.08,0.43,10.6
white,2,5.8,0.3,0.38,4.9,0.039,22,86,0.98963,3.23,0.58,13.1
white,2,6.9,0.18,0.33,1,0.054,24,164,0.9926,3.42,0.51,10.5
white,2,6.1,0.3,0.47,1.4,0.049,50,187,0.9927,3.19,0.45,9.5
white,2,6,0.21,0.3,8.7,0.036,47,127,0.99368,3.18,0.39,10.6
white,2,7.3,0.33,0.4,6.85,0.038,32,138,0.992,3.03,0.3,11.9
white,2,5,0.17,0.56,1.5,0.026,24,115,0.9906,3.48,0.39,10.8
white,2,7.7,0.16,0.36,5.9,0.054,25,148,0.99578,3.25,0.54,10.2
white,2,6.6,0.285,0.49,11.4,0.035,57,137,0.99732,3.08,0.54,8.9
white,2,8.4,0.19,0.42,1.6,0.047,9,101,0.994,3.06,0.65,11.1
white,2,6.8,0.39,0.34,7.4,0.02,38,133,0.99212,3.18,0.44,12
white,2,8.2,0.37,0.64,13.9,0.043,22,171,0.99873,2.99,0.8,9.3
white,2,7.9,0.21,0.39,2,0.057,21,138,0.99176,3.05,0.52,10.9
white,2,7.7,0.28,0.24,2.4,0.044,29,157,0.99312,3.27,0.56,10.6
white,2,8.2,0.23,0.49,0.9,0.057,15,73,0.9928,3.07,0.38,10.4
white,2,9,0.2,0.33,3.5,0.049,10,40,0.9944,3.14,0.36,9.8
white,2,6.9,0.3,0.29,1.3,0.053,24,189,0.99362,3.29,0.54,9.9
white,2,6.6,0.22,0.23,17.3,0.047,37,118,0.99906,3.08,0.46,8.8
white,2,5.8,0.28,0.66,9.1,0.039,26,159,0.9965,3.66,0.55,10.8
white,2,6.8,0.26,0.32,7,0.041,38,118,0.9939,3.25,0.52,10.8
white,2,7.4,0.19,0.31,14.5,0.045,39,193,0.9986,3.1,0.5,9.2
white,2,6.8,0.52,0.26,5.7,0.038,27,130,0.99,3.11,0.27,13
white,2,6.9,0.24,0.33,4.8,0.04,16,131,0.9936,3.26,0.64,10.7
white,2,8,0.25,0.27,9.7,0.036,15,85,0.99406,2.99,0.36,11.2
white,2,8.3,0.49,0.43,2.5,0.036,32,116,0.9944,3.23,0.47,10.7
white,2,8,0.3,0.49,9.4,0.046,47,188,0.9964,3.14,0.48,10
white,2,5.7,0.36,0.21,6.7,0.038,51,166,0.9941,3.29,0.63,10
white,2,7,0.24,0.3,4.2,0.04,41,213,0.9927,3.28,0.49,11.8
white,2,6.5,0.23,0.25,17.3,0.046,15,110,0.99828,3.15,0.42,9.2
white,2,4.4,0.46,0.1,2.8,0.024,31,111,0.98816,3.48,0.34,13.1
white,2,7.3,0.25,0.36,13.1,0.05,35,200,0.9986,3.04,0.46,8.9
white,2,6.6,0.29,0.73,2.2,0.027,21,92,0.99,3.12,0.48,12.4
white,2,5.8,0.4,0.42,4.4,0.047,38.5,245,0.9937,3.25,0.57,9.6
white,2,7,0.14,0.4,1.7,0.035,16,85,0.9911,3.19,0.42,11.8
white,2,6.2,0.25,0.44,15.8,0.057,39,167,0.99804,3.14,0.51,9.2
white,2,8.2,0.2,0.49,3.5,0.057,14,108,0.9928,3.19,0.35,11.5
white,2,6.5,0.23,0.36,16.3,0.038,43,133,0.99924,3.26,0.41,8.8
white,2,6.4,0.26,0.43,12.6,0.033,64,230,0.9974,3.08,0.38,8.9
white,2,8,0.32,0.36,4.6,0.042,56,178,0.9928,3.29,0.47,12
white,2,7.8,0.19,0.32,7.4,0.015,47,124,0.99278,2.99,0.39,11
white,2,7.6,0.32,0.58,16.75,0.05,43,163,0.9999,3.15,0.54,9.2
white,2,6.6,0.295,0.24,1.6,0.039,29,140,0.99304,3.35,0.61,10.4
white,2,6.7,0.38,0.26,9.55,0.036,35,91,0.9919,2.98,0.37,12.4
white,2,6.7,0.23,0.39,2.5,0.172,63,158,0.9937,3.11,0.36,9.4
white,2,6,0.45,0.42,1.1,0.051,61,197,0.9932,3.02,0.4,9
white,2,7.6,0.3,0.4,2.2,0.054,29,175,0.99445,3.19,0.53,9.8
white,2,6.7,0.12,0.36,2.3,0.039,43,125,0.99229,3.07,0.67,10.1
white,2,7.4,0.26,0.29,3.7,0.048,14,73,0.9915,3.06,0.45,11.4
white,2,6.2,0.355,0.35,2,0.046,31,95,0.98822,3.06,0.46,13.6
white,2,6.1,0.6,0,1.3,0.042,24,79,0.9937,3.31,0.38,9.4
white,2,5,0.33,0.16,1.5,0.049,10,97,0.9917,3.48,0.44,10.7
white,2,7.2,0.23,0.39,14.2,0.058,49,192,0.9979,2.98,0.48,9
white,2,7.2,0.4,0.49,1.1,0.048,11,138,0.9929,3.01,0.42,9.3
white,2,7.4,0.56,0.09,1.5,0.071,19,117,0.99496,3.22,0.53,9.8
white,2,6.6,0.23,0.24,3.9,0.045,36,138,0.9922,3.15,0.64,11.3
white,2,8,0.27,0.33,1.2,0.05,41,103,0.99002,3,0.45,12.4
white,2,6,0.24,0.32,6.3,0.03,34,129,0.9946,3.52,0.41,10.4
white,2,6.8,0.67,0.3,13,0.29,22,193,0.9984,3.08,0.67,9
white,2,7.3,0.39,0.37,1.1,0.043,36,113,0.991,3.39,0.48,12.7
white,2,5.9,0.22,0.29,4.2,0.037,69,144,0.99214,3.13,0.74,10.8
white,2,4.8,0.17,0.28,2.9,0.03,22,111,0.9902,3.38,0.34,11.3
white,2,5.6,0.255,0.57,10.7,0.056,66,171,0.99464,3.25,0.61,10.4
white,2,6.1,0.21,0.19,1.4,0.046,51,131,0.99184,3.22,0.39,10.5
white,2,8.5,0.15,0.49,1.5,0.031,17,122,0.9932,3.03,0.4,10.3
,2,7.5,0.24,0.31,13.1,0.05,26,180,0.99884,3.05,0.53,9.1
