wine_type,winetype_numeric,residual sugar,pH,sulphates,sulphates 1=low 2=high,healthiness
white,2,22,2.93,0.5,2,2
white,2,12.8,3,0.52,2,2
white,2,13,3.08,0.67,2,2
white,2,6.2,3.18,0.51,2,2
white,2,16.1,3.15,0.5,2,2
white,2,11.6,3.07,0.53,2,2
white,2,7.45,3.2,0.5,2,2
white,2,17.5,2.85,0.5,2,2
white,2,8.2,3.11,0.52,2,2
white,2,13.2,3.27,0.5,2,2
white,2,19.25,2.93,0.52,2,2
white,2,19.25,2.93,0.52,2,2
white,2,11.2,3,0.81,2,2
white,2,3.3,3.18,0.5,2,2
white,2,8.9,3.16,0.5,2,2
white,2,6.2,3.12,0.54,2,2
white,2,8.4,3.15,0.55,2,2
white,2,13.65,3,0.6,2,2
white,2,13.65,3,0.6,2,2
white,2,15,3.37,0.82,2,2
white,2,14,3.18,0.58,2,2
white,2,12.5,3.28,0.77,2,2
white,2,1.3,3.29,0.54,2,2
white,2,14.9,3.18,0.61,2,2
white,2,5.7,3.04,0.54,2,2
white,2,16.7,3.08,0.56,2,2
white,2,12.1,3.05,0.5,2,2
white,2,10.7,3.05,0.61,2,2
white,2,15.6,3.38,0.67,2,2
white,2,16,3.3,0.67,2,2
white,2,14.4,3.07,0.53,2,2
white,2,14.4,3.07,0.53,2,2
white,2,16.5,3.16,0.59,2,2
white,2,16.5,3.16,0.59,2,2
white,2,15.25,3.34,0.77,2,2
white,2,14.5,3.35,0.78,2,2
white,2,14.55,3.34,0.78,2,2
white,2,7.8,3.16,0.5,2,2
white,2,7.8,3.16,0.5,2,2
white,2,13.7,3.11,0.53,2,2
white,2,11.6,2.92,0.59,2,2
white,2,8.2,3.16,0.52,2,2
white,2,1.3,3.04,0.74,2,2
white,2,18.75,3.04,0.52,2,2
white,2,9.5,3,0.55,2,2
white,2,8.5,3.2,0.52,2,2
white,2,1.5,3.07,0.57,2,2
white,2,15.7,3.25,0.76,2,2
white,2,15.7,3.25,0.76,2,2
white,2,7.7,3.16,0.52,2,2
white,2,11.9,3.09,0.5,2,2
white,2,7.2,3.14,0.53,2,2
white,2,13.7,3.24,0.66,2,2
white,2,1.3,3.26,0.51,2,2
white,2,1.4,3.33,0.62,2,2
white,2,1.5,3.32,0.64,2,2
white,2,12.7,3.3,0.79,2,2
white,2,16.6,2.96,0.58,2,2
white,2,1.7,3.28,0.69,2,2
white,2,17.95,3.27,0.64,2,2
white,2,14.5,3.1,0.5,2,2
white,2,14.5,3.1,0.5,2,2
white,2,1.4,3.03,0.52,2,2
white,2,14.1,3.2,0.63,2,2
white,2,12.9,3.05,0.66,2,2
white,2,10.4,3.11,0.57,2,2
white,2,1.5,3.22,0.53,2,2
white,2,11.8,3.11,0.6,2,2
white,2,2.3,3.18,0.61,2,2
white,2,13.1,3.05,0.53,2,2
white,2,8.95,3.08,0.54,2,2
white,2,8.7,2.98,0.57,2,2
white,2,14.8,3.06,0.6,2,2
white,2,14.8,3.06,0.6,2,2
white,2,11.7,2.91,0.51,2,2
white,2,13,2.96,0.51,2,2
white,2,16.75,3.15,0.54,2,2
white,2,16.75,3.15,0.54,2,2
white,2,18.75,3.1,0.5,2,2
white,2,13.9,3.34,0.5,2,2
white,2,2.2,3.19,0.53,2,2
white,2,9.2,3.06,0.61,2,2
white,2,14.3,3.18,0.63,2,2
white,2,10.7,3.12,0.55,2,2
white,2,12.2,3.01,0.54,2,2
white,2,12.2,3.06,0.53,2,2
white,2,13.7,3.22,0.75,2,2
white,2,13.7,3.22,0.75,2,2
white,2,9.5,3.08,0.61,2,2
white,2,2.1,3.23,0.64,2,2
white,2,10.6,2.87,0.74,2,2
white,2,17,3.15,0.51,2,2
white,2,11.4,3.11,0.57,2,2
white,2,1.6,3.29,0.76,2,2
white,2,6.2,3.09,0.53,2,2
white,2,14.6,3.21,0.69,2,2
white,2,19.1,3.05,0.5,2,2
white,2,12.6,2.99,0.56,2,2
white,2,16.65,3.2,0.62,2,2
white,2,1.3,3.14,0.5,2,2
white,2,13.9,2.99,0.8,2,2
white,2,1.4,3.17,0.57,2,2
white,2,17.5,3.02,0.56,2,2
white,2,19.8,2.99,0.54,2,2
white,2,7.8,3.34,0.51,2,2
white,2,14.8,3.22,0.5,2,2
white,2,11.8,3.34,0.82,2,2
white,2,11.8,3.34,0.82,2,2
white,2,15.2,3.02,0.66,2,2
white,2,16.2,3.02,0.5,2,2
white,2,12.15,3,0.73,2,2
white,2,15,3.28,0.79,2,2
white,2,3.2,3.14,0.58,2,2
white,2,3.2,3.14,0.58,2,2
white,2,1.5,2.98,0.62,2,2
white,2,1.4,2.89,0.28,1,1
white,2,6.2,2.99,0.51,2,2
white,2,2.2,3.19,0.59,2,2
white,2,8.2,2.87,0.68,2,2
